Hospital Name,Latitude,Longitude,Hospital Network,State
Children's North Dakota Medical Center,41.26408372401684,-102.05331929486358,HCA Healthcare,New Mexico
Children's West Virginia Infirmary,33.48789200577492,-96.31444783678965,CommonSpirit Health,Maryland
General New Mexico Health Center,41.41708316069146,-76.287580562593,Mayo Clinic,Arizona
Community New Hampshire Infirmary,39.014501635356396,-81.43909974125972,Providence,Alaska
St. Connecticut Infirmary,32.46585950905279,-67.89332409967973,Dignity Health,Virginia
General Wyoming Medical Center,28.1438211821806,-123.19894617008678,Advocate Aurora Health,Texas
General Arizona Clinic,30.008790846724626,-70.36480943325626,Dignity Health,New Jersey
University Minnesota Hospital,36.367926251153754,-93.12392397081302,Advocate Aurora Health,Tennessee
Regional New York Clinic,31.36013595652637,-73.9494328152972,Trinity Health,Kansas
Memorial Massachusetts Medical Center,43.742311578117736,-84.55822904520427,Ascension,New Jersey
St. Delaware Clinic,42.180808842555706,-76.21563221489475,CommonSpirit Health,Pennsylvania
Mercy Indiana Clinic,24.78219250704749,-82.62353672117537,Ascension,Utah
Community Nebraska Medical Center,35.736703027658194,-124.5566901965992,Tenet Healthcare,Florida
University Wisconsin Clinic,25.674838587345146,-107.69207064391996,Dignity Health,Ohio
Mercy Wisconsin Infirmary,42.347163503761614,-106.77620699937887,Dignity Health,New Jersey
St. Rhode Island Medical Center,34.0437231677832,-73.02752360417132,HCA Healthcare,Nebraska
University Maine Infirmary,40.18502402194924,-97.36942828221669,Dignity Health,Missouri
Regional Kansas Medical Center,39.62405100728468,-75.18393527879388,Cleveland Clinic,Maryland
Regional Massachusetts Healthcare,33.47276253063906,-99.26748095290726,Cleveland Clinic,South Dakota
General Nebraska Health Center,25.62876000243305,-100.30707446708203,Ascension,Arkansas
General West Virginia Hospital,31.524411611027414,-89.39791633142761,Providence,Massachusetts
Children's Arizona Infirmary,35.62888542166109,-70.45749196817829,Tenet Healthcare,Alaska
Memorial Georgia Hospital,25.97740016949557,-78.45466203296513,Providence,Maryland
Community Minnesota Hospital,32.591237424344705,-106.86420109305723,Ascension,Arkansas
Regional Connecticut Healthcare,29.627299420832273,-118.41746948772058,Mayo Clinic,Kentucky
General Alaska Healthcare,34.57402805569518,-108.68939608252045,Advocate Aurora Health,Missouri
Regional New York Hospital,38.877316428835734,-108.37001224424118,Mayo Clinic,Colorado
Mercy New Mexico Medical Center,36.383230257674754,-112.07432171617101,HCA Healthcare,Kansas
St. Rhode Island Clinic,27.750376052751932,-101.63165451386485,Cleveland Clinic,Texas
Mercy Utah Infirmary,33.24020746158093,-91.56099182625161,HCA Healthcare,Colorado
University Delaware Clinic,30.78821200495648,-89.5665789702804,Trinity Health,New York
Community Idaho Medical Center,47.87849425310317,-85.38334973595668,Providence,New Jersey
Children's New York Healthcare,25.630509786492073,-74.9943270943292,HCA Healthcare,Oklahoma
General Pennsylvania Hospital,31.10507686354486,-92.82259038061319,Providence,New Mexico
St. Vermont Medical Center,32.50160445909681,-80.54941609396315,HCA Healthcare,Vermont
Children's Ohio Infirmary,49.18363271254597,-79.70369451883766,Advocate Aurora Health,New Jersey
Mercy New Mexico Healthcare,29.063135050441186,-81.00694941739246,Tenet Healthcare,Florida
Mercy Louisiana Infirmary,33.346605787430846,-77.7504599197537,Advocate Aurora Health,Iowa
St. Delaware Health Center,34.86238993325285,-86.42919263408,Mayo Clinic,Kentucky
Memorial Missouri Health Center,29.254086728056922,-115.53197193186007,Ascension,Idaho
University Alabama Medical Center,39.2912833833466,-117.92832644451423,Cleveland Clinic,California
Community South Carolina Health Center,48.98240221083447,-107.23954483373844,Cleveland Clinic,South Carolina
University Florida Medical Center,43.52022539306918,-124.75342459711811,Trinity Health,Pennsylvania
Mercy Louisiana Clinic,27.24445115513565,-90.73180004020298,Advocate Aurora Health,Colorado
Regional Iowa Medical Center,37.191732918213404,-94.34771999777807,Ascension,Delaware
Memorial Indiana Health Center,42.66457223821031,-114.46274210225884,Dignity Health,Florida
Mercy Illinois Infirmary,48.125206743559424,-84.95618486513459,Advocate Aurora Health,Alaska
Community North Carolina Clinic,40.25570239928941,-68.65699043010882,HCA Healthcare,Montana
Mercy Rhode Island Medical Center,33.825141609885605,-85.0897867047482,Ascension,Georgia
St. Idaho Infirmary,25.425210002213984,-88.00730947613368,Ascension,New Jersey
St. Washington Medical Center,26.209053727656055,-83.31606623669276,CommonSpirit Health,Tennessee
Children's Texas Healthcare,42.501428822631,-114.4903283090246,Dignity Health,Washington
Community Alabama Hospital,37.28861714349227,-105.89448969884234,HCA Healthcare,Hawaii
Regional New Mexico Health Center,28.201517126636414,-110.48870059871432,Cleveland Clinic,New Mexico
Mercy Utah Medical Center,45.120253807651736,-121.85687111608325,Cleveland Clinic,Rhode Island
Children's Idaho Medical Center,34.15685951629779,-99.47492535158851,Tenet Healthcare,Georgia
Memorial Minnesota Medical Center,42.13044987178685,-91.50918079064546,Mayo Clinic,Minnesota
Regional Indiana Clinic,39.96122089365678,-91.55579290906923,Trinity Health,Texas
Children's Nebraska Medical Center,38.55960404475081,-79.84708630503292,Tenet Healthcare,Washington
General Maine Healthcare,31.73521996029861,-122.20621835391431,Mayo Clinic,Maryland
Regional New Jersey Clinic,25.95160310830879,-102.29645690587687,Ascension,Georgia
St. Maine Medical Center,34.85667162896459,-87.15556339997451,Mayo Clinic,Nevada
University California Healthcare,39.67598738027274,-69.1196737279245,Advocate Aurora Health,Nevada
St. Ohio Healthcare,40.91292668140625,-81.13427836416159,CommonSpirit Health,Maryland
General Vermont Clinic,30.851277573653714,-74.5405882632887,CommonSpirit Health,Massachusetts
University Pennsylvania Hospital,29.410954447299957,-93.32840135596466,Cleveland Clinic,Alaska
Memorial North Carolina Medical Center,30.7346534302971,-122.914020188462,Cleveland Clinic,Wyoming
Regional Iowa Health Center,28.671591802547056,-121.58993306629176,Advocate Aurora Health,Arizona
University Wyoming Clinic,28.689902281121416,-115.34630104355803,Advocate Aurora Health,Florida
Children's Mississippi Medical Center,35.32800465248956,-87.3733850771016,Dignity Health,Illinois
St. Connecticut Health Center,47.97883971731366,-87.15073590763865,Tenet Healthcare,Virginia
St. Michigan Clinic,25.246059777313523,-66.92066459156864,Providence,Oregon
Community Utah Health Center,32.037203031231435,-117.34706148983429,CommonSpirit Health,Colorado
Memorial Washington Clinic,29.582309700077133,-78.78383279960445,Cleveland Clinic,Indiana
St. Colorado Medical Center,42.642976135150256,-95.50141390646144,Trinity Health,Idaho
Children's Arizona Healthcare,34.32613530370766,-88.08916078725733,Mayo Clinic,Washington
Regional Wisconsin Clinic,24.96929893592824,-113.83701229175546,Mayo Clinic,Missouri
Memorial Alaska Health Center,39.93864860490265,-77.44640158180137,HCA Healthcare,Virginia
Regional California Health Center,30.056419154256727,-119.0099038602806,CommonSpirit Health,Oregon
University Oregon Healthcare,36.71811258151333,-98.2795336466438,Ascension,New Mexico
Mercy Rhode Island Infirmary,31.118559118853593,-118.29714597366907,Providence,Missouri
Memorial New York Health Center,43.14146896214457,-91.31089508500611,Ascension,Massachusetts
Mercy New Jersey Infirmary,36.05094785435781,-106.12985413951333,Trinity Health,North Carolina
Children's Alaska Hospital,36.492338777720235,-118.25964290044958,Dignity Health,California
Memorial Wyoming Healthcare,27.90911624591752,-70.79524935505816,Ascension,Tennessee
University Idaho Hospital,28.16199053005964,-68.74749708094905,Cleveland Clinic,West Virginia
Regional Montana Infirmary,35.25126122698817,-113.4308768596659,Providence,Georgia
Children's Alabama Infirmary,28.23862192543173,-86.92156486420839,Advocate Aurora Health,Arizona
Community Maryland Medical Center,34.517748865835195,-85.13487649728539,HCA Healthcare,Nevada
University Hawaii Medical Center,40.67146214076304,-104.39354133323555,CommonSpirit Health,Colorado
Community Nevada Medical Center,43.45504424963421,-109.62218782451612,Ascension,New Jersey
Children's Alabama Infirmary,35.84504022799193,-121.83907527941419,Ascension,Washington
Mercy Colorado Medical Center,48.68792070737295,-101.30642397876062,Ascension,Massachusetts
General Arkansas Hospital,34.38845510633968,-109.7465310898312,CommonSpirit Health,Vermont
St. Connecticut Medical Center,46.88476643087854,-121.18469816126151,Dignity Health,Illinois
St. Ohio Healthcare,34.14070799312255,-97.23436750601442,Providence,Massachusetts
St. Tennessee Healthcare,41.17241045391617,-103.58696892291844,Ascension,New Hampshire
Memorial New York Health Center,35.831444705146914,-95.69178444325252,Ascension,Pennsylvania
Memorial Pennsylvania Medical Center,35.65649946377698,-91.39136694966487,Tenet Healthcare,Alaska
University Delaware Infirmary,24.423556115896528,-89.44224595619053,HCA Healthcare,Arkansas
University Oregon Health Center,38.30755745103791,-111.94633056750641,Mayo Clinic,Pennsylvania
University Kentucky Medical Center,39.35814208218166,-69.03767283390003,Tenet Healthcare,California
Children's Utah Hospital,39.29252873598533,-109.00407517481467,Cleveland Clinic,Colorado
University Kentucky Infirmary,36.95853335448585,-108.77739135771077,Trinity Health,Nevada
Community South Dakota Health Center,44.50452683078335,-96.96402860274364,CommonSpirit Health,Rhode Island
St. Wyoming Medical Center,24.769276023924757,-74.56103989106144,Mayo Clinic,Colorado
Mercy Georgia Hospital,34.46321473004089,-76.47361104036221,Providence,Wisconsin
Community Iowa Healthcare,47.28986797833417,-84.79744372239915,Mayo Clinic,Kansas
General Alaska Clinic,31.373612372057035,-113.59220292031907,Ascension,Wisconsin
Community Nebraska Clinic,34.821780918771026,-111.22056250306359,Cleveland Clinic,New Mexico
Children's Arkansas Hospital,46.40672015995371,-103.42349451764925,HCA Healthcare,Utah
Mercy Delaware Infirmary,33.54300709873089,-118.11025437043577,Trinity Health,Louisiana
Community Illinois Clinic,32.332461181686114,-116.17386786738624,Mayo Clinic,Illinois
St. Nevada Hospital,28.23743573550035,-75.11625557911265,Dignity Health,South Dakota
Memorial Hawaii Healthcare,45.04589073331175,-111.37535815849041,CommonSpirit Health,Maryland
General Nebraska Medical Center,44.340360467620414,-89.8379645861632,CommonSpirit Health,North Carolina
Children's Ohio Medical Center,35.86133238626995,-75.81712363248228,Mayo Clinic,Ohio
University Wyoming Hospital,32.44596991868976,-68.21662858514692,Providence,Virginia
Regional New Hampshire Medical Center,40.47517149049798,-107.35822493916685,Ascension,Arizona
Regional New Jersey Health Center,41.871832719328204,-94.02590822052939,Advocate Aurora Health,Iowa
Children's Oregon Clinic,39.42117207065267,-69.16713446360666,Providence,Oregon
Children's Kansas Hospital,47.88817226182506,-118.85870076041218,Tenet Healthcare,Utah
Children's New Hampshire Hospital,44.193360249905474,-78.81803372547273,Advocate Aurora Health,Oregon
University Wyoming Health Center,36.7742462032172,-106.69436241352204,Tenet Healthcare,Maryland
University South Dakota Health Center,44.69842251016874,-108.99901105404263,Ascension,Michigan
St. Arkansas Health Center,30.810224512388302,-117.26087676085552,CommonSpirit Health,Arkansas
Regional Mississippi Hospital,28.165327965371667,-71.15861878910086,Mayo Clinic,Maine
St. Minnesota Healthcare,25.235951459817947,-114.42151816608785,Tenet Healthcare,New Mexico
Memorial Mississippi Infirmary,29.10909921295736,-77.02312211480825,Mayo Clinic,California
General Wisconsin Hospital,29.830962889554588,-118.99968302036459,Mayo Clinic,New Hampshire
Community North Carolina Clinic,25.043680101381792,-85.00671058938761,Advocate Aurora Health,Michigan
University South Dakota Hospital,41.75045208740491,-110.8450611555195,Dignity Health,Kansas
St. Connecticut Health Center,48.577401269604955,-111.62641938631828,CommonSpirit Health,Arkansas
St. Mississippi Medical Center,27.73380024932242,-124.75275405087339,HCA Healthcare,Minnesota
St. Hawaii Healthcare,27.115620070566237,-76.689586175335,Advocate Aurora Health,South Carolina
General Oklahoma Medical Center,47.720634390244584,-124.449487542852,CommonSpirit Health,Vermont
Regional New Mexico Medical Center,33.711469727477386,-79.90204205950116,Providence,Georgia
Regional Hawaii Health Center,27.34784075171136,-99.92243987356193,Trinity Health,Louisiana
General Georgia Clinic,25.16003367201308,-74.71254138321316,Dignity Health,Missouri
Regional New Mexico Clinic,41.42548350119758,-110.18444754938956,Providence,Colorado
Regional Illinois Clinic,26.39955520552871,-77.3509247535183,Advocate Aurora Health,Nevada
St. West Virginia Hospital,25.328393098321936,-98.78204899011054,Providence,Oklahoma
St. Kentucky Medical Center,26.86471466228165,-124.18364497436649,Mayo Clinic,Nevada
Regional Minnesota Hospital,37.694451992779,-123.69477065895914,Dignity Health,Pennsylvania
Mercy Florida Medical Center,47.216443934686524,-90.52355636580414,Advocate Aurora Health,Arizona
General Alabama Medical Center,43.13985389835416,-73.9086786268064,HCA Healthcare,Alabama
Community Vermont Health Center,36.85410006072982,-121.01216549494517,Advocate Aurora Health,Wyoming
Regional Alabama Clinic,28.046048005837882,-111.77643220272509,Mayo Clinic,New Hampshire
St. New Jersey Hospital,39.77049076798713,-115.17489784002724,Dignity Health,Virginia
Regional West Virginia Medical Center,33.318296096602865,-113.46189534030026,Mayo Clinic,New Mexico
Mercy Minnesota Health Center,28.461693710187234,-111.01615924503895,Trinity Health,Arkansas
Memorial Mississippi Hospital,31.841621670338718,-108.71997313044102,Advocate Aurora Health,South Carolina
Mercy Delaware Medical Center,28.753123598020196,-78.8035086769392,Ascension,Hawaii
Memorial South Dakota Clinic,27.151288585388393,-85.7818936883501,Advocate Aurora Health,New Hampshire
St. Kentucky Healthcare,32.05855332128516,-69.22004106013635,Trinity Health,Tennessee
Children's Montana Clinic,36.147556604278535,-120.07379078337895,Mayo Clinic,Idaho
Children's Rhode Island Clinic,24.77297378751657,-107.7703314876925,Providence,Alaska
Regional Iowa Health Center,24.774118078966737,-87.99070540155164,Providence,New Mexico
Regional Iowa Hospital,29.64294700107091,-114.81002469074623,Dignity Health,Illinois
St. Iowa Medical Center,26.59602193967872,-91.25472586592002,Advocate Aurora Health,Nebraska
Mercy Iowa Health Center,35.09266264134881,-108.92663374494644,Ascension,Hawaii
General Colorado Health Center,45.34000586391927,-86.91769684570679,Dignity Health,South Dakota
Mercy New Jersey Clinic,32.0831282737683,-91.51316647843802,Trinity Health,Iowa
St. Oregon Hospital,29.283550765094756,-111.66034648729448,CommonSpirit Health,Connecticut
Community Nevada Hospital,25.292245976551907,-101.1252815245617,Ascension,North Carolina
Mercy Florida Clinic,25.999956624501646,-68.46142821709951,Dignity Health,Alabama
Regional Massachusetts Healthcare,39.203862873348825,-81.08208848666132,Trinity Health,Wisconsin
Regional West Virginia Infirmary,41.182733849764084,-90.36637405677749,HCA Healthcare,South Carolina
Community Mississippi Hospital,36.693250479604714,-97.7855250823109,CommonSpirit Health,South Carolina
Regional Maryland Hospital,48.429560770744544,-100.76885459554268,Dignity Health,Massachusetts
St. Delaware Health Center,35.318072755452796,-108.56613535538342,Providence,Louisiana
Children's South Dakota Infirmary,45.06920634817787,-105.10178830173537,Ascension,Louisiana
Regional Alabama Clinic,46.778901872425685,-108.43175169057113,Mayo Clinic,Arizona
Memorial California Clinic,45.470618209375814,-87.77594238539251,Advocate Aurora Health,North Dakota
St. Michigan Clinic,42.92552922886095,-86.17832478571167,Tenet Healthcare,Utah
St. Pennsylvania Clinic,46.186478430888215,-117.86983646638895,Dignity Health,Arkansas
General Alaska Hospital,31.665897678682676,-91.65292185325131,Mayo Clinic,Idaho
St. Pennsylvania Infirmary,43.910281743833494,-99.08723993036233,Mayo Clinic,Arizona
Community Alabama Hospital,26.08231931784923,-81.25171421406009,Tenet Healthcare,Nevada
Mercy Nevada Infirmary,37.00234100232329,-101.08391864096917,Advocate Aurora Health,Delaware
Community Minnesota Health Center,26.369773225607034,-124.7634962287312,HCA Healthcare,Texas
Memorial Washington Healthcare,36.3393890967196,-110.041839227722,HCA Healthcare,Massachusetts
Memorial Delaware Healthcare,39.920640591077905,-116.92815121444934,HCA Healthcare,Tennessee
Children's Idaho Health Center,44.17229431778284,-97.3647237686937,CommonSpirit Health,Arizona
Children's West Virginia Infirmary,37.22131589409675,-76.6365075237559,Trinity Health,Wisconsin
University Florida Health Center,37.30821645248198,-72.58943367502945,Dignity Health,North Carolina
Memorial New Jersey Healthcare,43.35687378059808,-112.24168857791452,Cleveland Clinic,Virginia
Community Tennessee Infirmary,39.5131604938329,-113.67635627348945,Ascension,South Dakota
Regional New Mexico Health Center,28.57927917523049,-111.00125790568524,HCA Healthcare,New York
General Illinois Health Center,42.569458864085675,-83.70114424993116,Ascension,Wyoming
Community Nevada Healthcare,36.09845962355647,-100.63947738106606,Advocate Aurora Health,Texas
Community Wyoming Medical Center,25.941877720982816,-81.39497276031838,Ascension,Arizona
Mercy Texas Clinic,25.128788767385,-111.07108628064461,HCA Healthcare,Wisconsin
Regional New Jersey Healthcare,33.20992404788123,-118.54021250200759,Trinity Health,Oklahoma
Mercy Mississippi Health Center,25.168662099554354,-86.70831561305343,Cleveland Clinic,Wyoming
St. Maine Health Center,26.8270831250083,-110.6536401108093,Cleveland Clinic,Maine
Community North Dakota Clinic,48.50384191615136,-92.13115016610207,Tenet Healthcare,New York
Memorial Kansas Infirmary,30.509293419076503,-117.63050933253635,Ascension,Kentucky
St. Alabama Health Center,41.899058445088585,-116.74728675767632,Dignity Health,New York
Community Mississippi Clinic,45.791375359014694,-77.13582573180045,Ascension,Georgia
General Pennsylvania Medical Center,25.894984841203325,-123.93682506367306,Providence,New Hampshire
Regional Hawaii Medical Center,30.732617320543202,-99.71336285909871,Trinity Health,Oklahoma
St. Rhode Island Healthcare,34.679749573633636,-73.60813554769476,Advocate Aurora Health,Michigan
University Alabama Healthcare,29.06674695911564,-85.12626805872148,Dignity Health,Missouri
Regional Florida Hospital,27.531271602582127,-108.7859459541904,Cleveland Clinic,Nevada
Regional Montana Infirmary,29.510651109535814,-81.66919966086917,Tenet Healthcare,Delaware
Mercy North Dakota Clinic,30.0203714842619,-89.34613005613195,Advocate Aurora Health,South Dakota
General New Hampshire Healthcare,29.258055754873837,-77.90850848547683,Advocate Aurora Health,Nebraska
St. Massachusetts Hospital,27.951025231026964,-68.73545280912663,Dignity Health,Colorado
Children's Missouri Infirmary,24.4505839143984,-88.99101137220894,Ascension,Arizona
Regional Nevada Infirmary,33.064207852729155,-74.63417514114127,HCA Healthcare,Washington
Memorial Indiana Clinic,39.17964520822273,-110.84931959051508,Dignity Health,Florida
St. Florida Medical Center,47.323638849232225,-117.30118657924382,Trinity Health,South Carolina
Community Wisconsin Medical Center,49.02776982696569,-67.96468035486762,Dignity Health,South Carolina
Mercy Maryland Healthcare,46.01333561579847,-88.9182266016567,CommonSpirit Health,Michigan
Mercy Georgia Hospital,45.429382809369294,-67.78959585546681,Ascension,Washington
Mercy Alaska Clinic,25.7653873366277,-89.88380979591938,Ascension,Texas
Memorial Vermont Healthcare,31.25909288318033,-114.86942657930125,CommonSpirit Health,Washington
Community California Clinic,37.97255553888058,-115.69080042790199,Ascension,North Carolina
Community Alaska Clinic,42.61128908547075,-84.73037044958097,Cleveland Clinic,Vermont
Memorial South Carolina Health Center,24.75121346582822,-99.25904310009889,Tenet Healthcare,Maine
Regional Michigan Hospital,38.2731249583161,-119.20556963008633,Tenet Healthcare,Iowa
Mercy Alaska Clinic,36.68613195576191,-109.80806525713155,Cleveland Clinic,Nevada
General Rhode Island Clinic,42.93316906240695,-80.51304964022452,CommonSpirit Health,Massachusetts
St. Maine Clinic,34.06762780435051,-99.61869531384353,Dignity Health,Nevada
Regional Minnesota Clinic,48.17408705940298,-94.05857180864648,Providence,Delaware
Memorial Maine Infirmary,40.22375358081742,-76.97371158661474,Dignity Health,Nevada
General Kansas Medical Center,38.51882354817714,-93.78966788370872,Dignity Health,Illinois
Community Utah Infirmary,46.47475876867155,-107.438941736218,Providence,New Jersey
General Hawaii Clinic,48.59355836785819,-80.4495131575917,Cleveland Clinic,California
University Wisconsin Health Center,31.960696071289828,-69.93780876643548,Dignity Health,Arizona
Mercy North Dakota Infirmary,45.25403140991696,-81.20339298598671,Mayo Clinic,Michigan
Mercy Nevada Health Center,42.600737247309574,-69.58227438886775,Providence,Utah
St. Texas Infirmary,43.299171097005114,-123.98458749862333,Mayo Clinic,North Dakota
St. North Dakota Medical Center,47.113460147180874,-79.886680679302,Mayo Clinic,Tennessee
Mercy Texas Hospital,38.40671655945529,-95.98030574484159,Providence,Mississippi
Children's Alaska Medical Center,32.04074601848212,-100.83888954112754,Cleveland Clinic,Oregon
Mercy Colorado Medical Center,39.18923792230953,-78.04693186109321,Cleveland Clinic,Virginia
Regional New Hampshire Hospital,46.21803202205015,-73.90414517938248,Trinity Health,Maryland
Memorial Maine Medical Center,34.07127724069148,-83.08992738371228,Mayo Clinic,Missouri
St. Arkansas Health Center,41.358083483485906,-99.29609180716551,CommonSpirit Health,Wisconsin
Mercy Wyoming Health Center,41.25031067328116,-69.21890710108397,Advocate Aurora Health,Massachusetts
Children's Kentucky Clinic,35.09122342717613,-74.68076836901918,Advocate Aurora Health,Rhode Island
Mercy Pennsylvania Infirmary,38.09757243933117,-90.61718671457213,Tenet Healthcare,New Mexico
Regional North Dakota Clinic,33.108966460904156,-103.77990811587581,Cleveland Clinic,Hawaii
Memorial Washington Clinic,45.81225051358216,-115.71347506561301,Trinity Health,Missouri
General Hawaii Clinic,39.8058306980018,-110.31703080571897,Mayo Clinic,Oregon
Children's Hawaii Medical Center,42.26246303924576,-80.09607135987837,HCA Healthcare,Georgia
Mercy Idaho Healthcare,25.940105711676896,-90.26668848319977,Trinity Health,Hawaii
University Hawaii Health Center,39.56693559010161,-97.9131641707504,Mayo Clinic,Arkansas
Mercy Wisconsin Clinic,34.890017596153655,-67.6880575331132,Trinity Health,Louisiana
Memorial Virginia Infirmary,44.6323333504924,-114.77247438460797,Tenet Healthcare,Idaho
Mercy Idaho Infirmary,30.79801138464857,-97.9452873199348,CommonSpirit Health,North Dakota
University Utah Medical Center,35.73276983823905,-124.1212450714788,Providence,Idaho
St. Vermont Medical Center,26.303846891058175,-123.09743264470193,Mayo Clinic,Colorado
University Wyoming Medical Center,35.11574066841534,-68.12112767760091,Advocate Aurora Health,Massachusetts
General Indiana Hospital,35.366289902936025,-78.44694163906728,Dignity Health,Rhode Island
Children's Florida Clinic,26.690669147238793,-91.91932952002685,Providence,Nevada
Community Rhode Island Clinic,37.90947939875862,-91.62351510831346,HCA Healthcare,Kentucky
Community Rhode Island Healthcare,28.473786101134543,-107.0501399924174,Advocate Aurora Health,Nevada
General Hawaii Medical Center,30.30332549384742,-70.146831114879,Trinity Health,Florida
University New Hampshire Infirmary,39.00152845497844,-107.75038852518432,CommonSpirit Health,Illinois
Mercy Wyoming Healthcare,36.22265660541943,-86.53882815217665,Tenet Healthcare,Oregon
Mercy Rhode Island Clinic,39.038687085450825,-121.38578977400184,Ascension,New Jersey
General South Carolina Medical Center,39.54169366286535,-112.15794532232594,Trinity Health,Alaska
Memorial Maryland Infirmary,43.823826089363905,-115.39421556749944,Cleveland Clinic,Oklahoma
St. North Carolina Medical Center,42.781301367821406,-74.14756815089504,Trinity Health,Arizona
St. Idaho Infirmary,32.83287782832065,-107.17611287542773,Mayo Clinic,Nevada
University Colorado Medical Center,27.059993135536597,-68.65407447911528,Ascension,Delaware
General Oregon Health Center,34.52025166077347,-92.55631613244594,HCA Healthcare,Iowa
University Pennsylvania Clinic,25.07634570503672,-80.50557652069385,Trinity Health,Alabama
University Maryland Medical Center,48.301529215634446,-102.75981115925475,Mayo Clinic,Georgia
General Hawaii Hospital,32.64859366865974,-123.50173676443296,HCA Healthcare,Idaho
Memorial Pennsylvania Infirmary,32.87868281341156,-96.64028526685232,Trinity Health,Idaho
St. Minnesota Clinic,26.246735086561795,-87.68350112048768,Ascension,South Dakota
Children's New Jersey Healthcare,27.79940369760705,-110.08241079469245,Mayo Clinic,New Hampshire
Memorial South Carolina Medical Center,29.82382138817109,-112.83893429698522,Tenet Healthcare,Georgia
Memorial Arizona Healthcare,43.97255999312044,-122.09537221195633,Tenet Healthcare,Indiana
Regional Ohio Healthcare,26.902267279521904,-95.25494124100004,Advocate Aurora Health,New Mexico
Regional Florida Medical Center,27.82071972748749,-109.59799111972518,Dignity Health,Missouri
Mercy Minnesota Health Center,46.16287788270786,-92.70358254656651,CommonSpirit Health,Nevada
Memorial West Virginia Clinic,27.375202830592183,-82.18970439289313,Advocate Aurora Health,Maryland
Community New Mexico Health Center,31.527420325779985,-112.07480849559646,Advocate Aurora Health,Georgia
Children's West Virginia Health Center,49.19954337715207,-119.75775744009955,Tenet Healthcare,Massachusetts
Children's Minnesota Infirmary,34.54798001306713,-70.39557238272704,Trinity Health,Oklahoma
Mercy Idaho Clinic,40.48004086262108,-124.48108233536443,CommonSpirit Health,Delaware
Children's Louisiana Medical Center,48.34819490470334,-89.95112875663068,Providence,California
University Wyoming Medical Center,49.23759150792002,-71.01900782255115,HCA Healthcare,Wisconsin
General Illinois Health Center,30.8100784432244,-67.5680527112444,Trinity Health,Virginia
Regional New Mexico Healthcare,47.34518806229538,-85.19934622050481,Cleveland Clinic,Washington
Memorial Maryland Healthcare,31.49004040240053,-112.0025383405041,Ascension,Texas
St. North Dakota Hospital,30.786608687697587,-86.81164363746059,Providence,Florida
University Wisconsin Infirmary,47.488377632229025,-83.51320852908131,Trinity Health,Iowa
Mercy Maine Medical Center,46.68638968727989,-116.6455624572401,Tenet Healthcare,New Hampshire
Community Mississippi Infirmary,42.71550778329845,-124.36079376829673,Advocate Aurora Health,Hawaii
Memorial Illinois Medical Center,30.01056427626924,-77.24979302720797,Mayo Clinic,Hawaii
Mercy North Dakota Clinic,44.78374264170223,-102.49367176869782,Providence,Arizona
Community Alaska Hospital,47.80703157892777,-89.61781060126069,Mayo Clinic,Maryland
Children's Rhode Island Medical Center,42.75571038031033,-82.84502882238394,Ascension,West Virginia
Regional Texas Health Center,27.674019038321774,-93.43612841778727,Providence,New Hampshire
General Illinois Clinic,45.40042895621658,-107.72375630281238,HCA Healthcare,Michigan
Regional South Carolina Healthcare,34.988495301058684,-75.09191493894919,HCA Healthcare,Alaska
General Indiana Infirmary,30.610204129370608,-72.44281456675786,Mayo Clinic,West Virginia
Mercy Wyoming Medical Center,42.06273612150197,-124.08190039867118,Advocate Aurora Health,Nebraska
St. Texas Healthcare,46.06561780565056,-120.13800718353666,Ascension,New Jersey
Memorial Rhode Island Health Center,43.16681476453948,-69.94573511619133,CommonSpirit Health,Rhode Island
Community Delaware Infirmary,45.5607325660949,-99.1545616402939,Mayo Clinic,Texas
Memorial Alabama Clinic,49.07386667938967,-73.02842919862925,CommonSpirit Health,Pennsylvania
General Oklahoma Healthcare,38.56629037314623,-75.38732271545474,HCA Healthcare,Oregon
Regional Illinois Clinic,28.785759470537627,-94.146056162286,HCA Healthcare,Tennessee
Mercy West Virginia Healthcare,28.25990975349848,-103.69358475551871,Trinity Health,Texas
University Iowa Hospital,30.743182628336104,-94.58272509720865,Trinity Health,New Hampshire
Children's New York Medical Center,36.97429446528893,-117.06220949563726,Cleveland Clinic,New Mexico
Mercy Louisiana Infirmary,48.09555707871867,-94.18254223676405,CommonSpirit Health,New York
St. Louisiana Hospital,31.618009588987242,-91.00012665099449,Ascension,Alabama
Memorial Texas Healthcare,33.46737016795137,-113.05067517237524,Mayo Clinic,Tennessee
St. Louisiana Medical Center,29.30861233373591,-123.64207445485958,Ascension,Pennsylvania
University Virginia Hospital,27.337060227534494,-98.97677229326412,Cleveland Clinic,Nevada
Mercy Massachusetts Healthcare,39.18775951471288,-85.04268673114656,Mayo Clinic,Montana
Mercy Missouri Health Center,46.39189831196742,-97.59075827415364,Providence,Maryland
Children's Massachusetts Health Center,33.57825219372859,-67.04002695730924,Cleveland Clinic,Iowa
Regional West Virginia Healthcare,28.880202437254475,-106.9611156860281,CommonSpirit Health,Louisiana
St. Tennessee Medical Center,46.94170336768488,-104.12710986663265,Providence,Texas
Mercy Alabama Clinic,40.91662108992587,-70.84591986484259,CommonSpirit Health,Kentucky
